EN_YEAR	EN_QUARTER	EN_MONTH	FR_ANNEÉ	FR_TRIMESTRE	FR_MOIS	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_OCCUPATION	FR_PROFESSION	TOTAL
2017	Q3	Jul	2017	T3	juil.	Northwest Territories	Territoires du Nord-Ouest	12 - Administrative and financial supervisors and administrative occupations	12 - Personnel de supervision du travail administratif et financier et personnel administratif	--
2026	Q2	Jun	2026	T2	juin	Newfoundland and Labrador	Terre-Neuve-et-Labrador	42 - Paraprofessional occupations in legal, social, community and education services	42 - Personnel paraprofessionnel des services juridiques, sociaux, communautaires et de l'enseignement	--
2024	Q1	Feb	2024	T1	fév.	Ontario	Ontario	41 - Professional occupations in law and social, community and government services	41 - Personnel professionnel du droit et des services gouvernementaux, sociaux et communautaires	100
2019	Q3	Aug	2019	T3	août	Ontario	Ontario	13 - Finance, insurance and related business administrative occupations	13 - Personnel en finance, assurance et personnel assimilé en administration des affaires	70
2022	Q1	Feb	2022	T1	fév.	Ontario	Ontario	22 - Technical occupations related to natural and applied sciences	22 - Personnel technique assimilé aux sciences naturelles et appliquées	280
2022	Q1	Mar	2022	T1	mars	British Columbia	Colombie-Britannique	01 - Specialized middle management occupations	01 - Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées	60
2021	Q4	Oct	2021	T4	oct.	Nova Scotia	Nouvelle-Écosse	63 - Service supervisors and specialized service occupations	63 - Personnel de supervision en services et personnel de services spécialisés	85
2016	Q2	Apr	2016	T2	avr.	Ontario	Ontario	21 - Professional occupations in natural and applied sciences	21 - Personnel professionnel des sciences naturelles et appliquées	235
2018	Q2	Apr	2018	T2	avr.	British Columbia	Colombie-Britannique	11 - Professional occupations in business and finance	11 - Personnel professionnel en gestion des affaires et en finance	65
2024	Q2	Jun	2024	T2	juin	British Columbia	Colombie-Britannique	52 - Technical occupations in art, culture, recreation and sport	52 - Personnel technique des arts, de la culture, des sports et des loisirs	25
2025	Q1	Jan	2025	T1	janv.	British Columbia	Colombie-Britannique	06 - Middle management occupations in retail and wholesale trade and customer services	06 - Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle	40
2021	Q4	Dec	2021	T4	déc.	Alberta	Alberta	62 - Retail sales supervisors and specialized sales occupations	62 - Personnel de supervision des ventes au détail et personnel des ventes spécialisées	55
2017	Q3	Aug	2017	T3	août	British Columbia	Colombie-Britannique	52 - Technical occupations in art, culture, recreation and sport	52 - Personnel technique des arts, de la culture, des sports et des loisirs	50
2026	Q2	Apr	2026	T2	avr.	Alberta	Alberta	Other occupations	Autres professions	450
2021	Q2	Jun	2021	T2	juin	Manitoba	Manitoba	12 - Administrative and financial supervisors and administrative occupations	12 - Personnel de supervision du travail administratif et financier et personnel administratif	15
2018	Q3	Jul	2018	T3	juil.	Alberta	Alberta	11 - Professional occupations in business and finance	11 - Personnel professionnel en gestion des affaires et en finance	15
2019	Q4	Nov	2019	T4	nov.	Ontario	Ontario	42 - Paraprofessional occupations in legal, social, community and education services	42 - Personnel paraprofessionnel des services juridiques, sociaux, communautaires et de l'enseignement	15
2016	Q3	Jul	2016	T3	juil.	British Columbia	Colombie-Britannique	62 - Retail sales supervisors and specialized sales occupations	62 - Personnel de supervision des ventes au détail et personnel des ventes spécialisées	10
2019	Q2	May	2019	T2	mai	Prince Edward Island	Île-du-Prince-Édouard	32 - Technical occupations in health	32 - Personnel technique des soins de santé	--
2019	Q4	Oct	2019	T4	oct.	Ontario	Ontario	82 - Supervisors and technical occupations in natural resources, agriculture and related production	82 - Superviseurs/superviseures et métiers techniques dans les ressources naturelles, l'agriculture et la production connexe	--
2025	Q2	Apr	2025	T2	avr.	Ontario	Ontario	30 - Professional occupations in nursing	30 - Personnel professionnel en soins infirmiers	45
2024	Q3	Aug	2024	T3	août	Prince Edward Island	Île-du-Prince-Édouard	Other occupations	Autres professions	10
2022	Q2	May	2022	T2	mai	British Columbia	Colombie-Britannique	42 - Paraprofessional occupations in legal, social, community and education services	42 - Personnel paraprofessionnel des services juridiques, sociaux, communautaires et de l'enseignement	20
2022	Q3	Aug	2022	T3	août	British Columbia	Colombie-Britannique	00 - Senior management occupations	00 - Cadres supérieurs/cadres supérieures	10
2019	Q3	Sep	2019	T3	sept.	British Columbia	Colombie-Britannique	Other occupations	Autres professions	810
2023	Q2	May	2023	T2	mai	Nunavut	Nunavut	11 - Professional occupations in business and finance	11 - Personnel professionnel en gestion des affaires et en finance	--
2025	Q2	Apr	2025	T2	avr.	British Columbia	Colombie-Britannique	67 - Service support and other service occupations, n.e.c.	67 - Personnel de soutien en service et autre personnel de service, n.c.a.	--
2022	Q2	May	2022	T2	mai	Alberta	Alberta	42 - Paraprofessional occupations in legal, social, community and education services	42 - Personnel paraprofessionnel des services juridiques, sociaux, communautaires et de l'enseignement	15
2015	Q4	Dec	2015	T4	déc.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	13 - Finance, insurance and related business administrative occupations	13 - Personnel en finance, assurance et personnel assimilé en administration des affaires	--
2025	Q2	May	2025	T2	mai	Saskatchewan	Saskatchewan	Other occupations	Autres professions	110
2018	Q4	Oct	2018	T4	oct.	Ontario	Ontario	73 - Maintenance and equipment operation trades	73 - Personnel des métiers d'entretien et d'opération d'équipement	10
2021	Q4	Oct	2021	T4	oct.	British Columbia	Colombie-Britannique	51 - Professional occupations in art and culture	51 - Personnel professionnel des arts et de la culture	15
2021	Q4	Oct	2021	T4	oct.	Yukon	Yukon	63 - Service supervisors and specialized service occupations	63 - Personnel de supervision en services et personnel de services spécialisés	--
2025	Q3	Sep	2025	T3	sept.	Saskatchewan	Saskatchewan	63 - Service supervisors and specialized service occupations	63 - Personnel de supervision en services et personnel de services spécialisés	--
2023	Q3	Aug	2023	T3	août	New Brunswick	Nouveau-Brunswick	63 - Service supervisors and specialized service occupations	63 - Personnel de supervision en services et personnel de services spécialisés	--
2026	Q3	Jul	2026	T3	juil.	Saskatchewan	Saskatchewan	30 - Professional occupations in nursing	30 - Personnel professionnel en soins infirmiers	--
2017	Q3	Aug	2017	T3	août	Alberta	Alberta	30 - Professional occupations in nursing	30 - Personnel professionnel en soins infirmiers	--
2021	Q4	Dec	2021	T4	déc.	Alberta	Alberta	42 - Paraprofessional occupations in legal, social, community and education services	42 - Personnel paraprofessionnel des services juridiques, sociaux, communautaires et de l'enseignement	20
2026	Q2	Apr	2026	T2	avr.	British Columbia	Colombie-Britannique	21 - Professional occupations in natural and applied sciences	21 - Personnel professionnel des sciences naturelles et appliquées	90
2022	Q3	Jul	2022	T3	juil.	British Columbia	Colombie-Britannique	73 - Maintenance and equipment operation trades	73 - Personnel des métiers d'entretien et d'opération d'équipement	10
2022	Q4	Oct	2022	T4	oct.	Alberta	Alberta	13 - Finance, insurance and related business administrative occupations	13 - Personnel en finance, assurance et personnel assimilé en administration des affaires	20
2018	Q1	Feb	2018	T1	fév.	Ontario	Ontario	51 - Professional occupations in art and culture	51 - Personnel professionnel des arts et de la culture	30
2025	Q2	Jun	2025	T2	juin	Alberta	Alberta	12 - Administrative and financial supervisors and administrative occupations	12 - Personnel de supervision du travail administratif et financier et personnel administratif	30
2016	Q1	Feb	2016	T1	fév.	Alberta	Alberta	52 - Technical occupations in art, culture, recreation and sport	52 - Personnel technique des arts, de la culture, des sports et des loisirs	--
2021	Q1	Mar	2021	T1	mars	Nova Scotia	Nouvelle-Écosse	62 - Retail sales supervisors and specialized sales occupations	62 - Personnel de supervision des ventes au détail et personnel des ventes spécialisées	5
2023	Q3	Jul	2023	T3	juil.	New Brunswick	Nouveau-Brunswick	40 - Professional occupations in education services	40 - Personnel professionnel en services d'enseignement	--
2026	Q2	May	2026	T2	mai	British Columbia	Colombie-Britannique	32 - Technical occupations in health	32 - Personnel technique des soins de santé	40
2019	Q3	Aug	2019	T3	août	Alberta	Alberta	31 - Professional occupations in health (except nursing)	31 - Personnel professionnel des soins de santé (sauf soins infirmiers)	35
2019	Q4	Nov	2019	T4	nov.	Ontario	Ontario	11 - Professional occupations in business and finance	11 - Personnel professionnel en gestion des affaires et en finance	360
2021	Q2	Jun	2021	T2	juin	Alberta	Alberta	22 - Technical occupations related to natural and applied sciences	22 - Personnel technique assimilé aux sciences naturelles et appliquées	80
2025	Q4	Nov	2025	T4	nov.	Saskatchewan	Saskatchewan	Other occupations	Autres professions	60
2025	Q2	May	2025	T2	mai	Ontario	Ontario	00 - Senior management occupations	00 - Cadres supérieurs/cadres supérieures	45
2017	Q3	Jul	2017	T3	juil.	New Brunswick	Nouveau-Brunswick	22 - Technical occupations related to natural and applied sciences	22 - Personnel technique assimilé aux sciences naturelles et appliquées	5
2016	Q4	Oct	2016	T4	oct.	Nova Scotia	Nouvelle-Écosse	Other occupations	Autres professions	65
2025	Q4	Oct	2025	T4	oct.	Ontario	Ontario	73 - Maintenance and equipment operation trades	73 - Personnel des métiers d'entretien et d'opération d'équipement	25
2018	Q1	Mar	2018	T1	mars	Nova Scotia	Nouvelle-Écosse	11 - Professional occupations in business and finance	11 - Personnel professionnel en gestion des affaires et en finance	20
2017	Q3	Aug	2017	T3	août	Ontario	Ontario	22 - Technical occupations related to natural and applied sciences	22 - Personnel technique assimilé aux sciences naturelles et appliquées	210
2019	Q4	Nov	2019	T4	nov.	New Brunswick	Nouveau-Brunswick	22 - Technical occupations related to natural and applied sciences	22 - Personnel technique assimilé aux sciences naturelles et appliquées	5
2016	Q3	Sep	2016	T3	sept.	British Columbia	Colombie-Britannique	22 - Technical occupations related to natural and applied sciences	22 - Personnel technique assimilé aux sciences naturelles et appliquées	10
2017	Q4	Dec	2017	T4	déc.	Alberta	Alberta	41 - Professional occupations in law and social, community and government services	41 - Personnel professionnel du droit et des services gouvernementaux, sociaux et communautaires	20
2021	Q4	Dec	2021	T4	déc.	Ontario	Ontario	42 - Paraprofessional occupations in legal, social, community and education services	42 - Personnel paraprofessionnel des services juridiques, sociaux, communautaires et de l'enseignement	80
2024	Q4	Dec	2024	T4	déc.	New Brunswick	Nouveau-Brunswick	Other occupations	Autres professions	165
2025	Q1	Mar	2025	T1	mars	Alberta	Alberta	32 - Technical occupations in health	32 - Personnel technique des soins de santé	35
2020	Q4	Nov	2020	T4	nov.	British Columbia	Colombie-Britannique	11 - Professional occupations in business and finance	11 - Personnel professionnel en gestion des affaires et en finance	50
2025	Q1	Jan	2025	T1	janv.	Ontario	Ontario	74 - Other installers, repairers and servicers and material handlers	74 - Personnel d'installation, de réparation et d'entretien et manutentionnaires	45
2025	Q3	Jul	2025	T3	juil.	Ontario	Ontario	07 - Middle management occupations in trades, transportation, production and utilities	07 - Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique	30
2024	Q3	Aug	2024	T3	août	Alberta	Alberta	40 - Professional occupations in education services	40 - Personnel professionnel en services d'enseignement	30
2021	Q4	Dec	2021	T4	déc.	British Columbia	Colombie-Britannique	22 - Technical occupations related to natural and applied sciences	22 - Personnel technique assimilé aux sciences naturelles et appliquées	60
2024	Q1	Feb	2024	T1	fév.	New Brunswick	Nouveau-Brunswick	22 - Technical occupations related to natural and applied sciences	22 - Personnel technique assimilé aux sciences naturelles et appliquées	20
